1657843200,1.14891,5.99415,-3.79189,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24
1657941000,-2.25596,5.77406,-1.97667,42.7297,0.235939,46.5681,26.9186,50.2484,4.45035,33.0029,2.54287,94.1471,4.4277,114.341,105.104,147.204,120.674,153.409,151.147,255.635,210.696,348.197,378.628,385.655,433.349,450.338,439.314,464.038
1657941600,-1.16533,6.24267,-1.87422,58.3478,0.231726,43.4134,3.50936,2.82142,0.231726,0.390775,0.231726,29.022,0.231726,55.73,63.4174,111.641,102.237,143.834,151.169,262.29,225.651,371.202,405.705,416.748,465.617,487.41,482.982,512.38
1657942200,1.38895,5.91019,-3.23462,57.0949,0.231726,33.0023,2.62169,2.64743,0.231726,0.6336,0.231726,34.0177,0.231726,73.3494,76.8963,119.457,109.605,150.469,157.595,266.859,228.025,376.261,411.35,421.689,470.032,489.106,482.209,510.152
1657942800,1.1215,5.59104,-3.63179,55.6425,0.231726,31.2003,2.25873,2.00065,0.231726,0.538484,0.231726,33.8335,0.231726,70.4587,71.6107,114.131,105.481,146.69,155.05,265.701,229.374,379.607,411.839,419.938,468.451,488.59,482.404,512.056
1657943400,-0.16124,5.79078,-3.49226,56.4127,0.231726,34.3352,2.45555,2.35013,0.231726,0.603759,0.231726,33.8451,0.231726,72.6209,75.5693,119.266,111.421,152.612,162.208,276.299,238.13,387.269,418.308,425.0,470.929,488.928,480.184,507.595
1657944000,0.759025,4.7937,-4.69961,54.8875,0.231726,32.3692,2.4641,2.19958,0.231726,0.351482,0.231726,30.9257,0.231726,58.3052,61.4182,111.986,103.504,143.25,152.72,263.379,225.231,374.018,409.927,422.974,470.767,491.361,485.355,512.626
1657944600,1.91383,3.38391,-5.10943,33.0596,0.231726,4.14899,2.13769,2.69921,0.928112,1.62429,0.54183,46.0492,0.799793,94.2272,92.7995,138.151,124.765,162.981,166.501,281.953,234.856,382.24,413.399,421.643,468.102,485.75,478.857,505.12
1657945200,-1.97062,5.79132,-1.99431,104.386,0.510515,95.3826,43.0566,97.5782,24.3396,37.8258,2.36671,85.6549,1.63312,98.7008,84.4143,120.648,89.4449,123.554,118.031,215.59,171.984,299.858,327.896,340.83,409.458,436.425,431.291,461.005
1657945800,-1.89907,5.77802,-2.6287,165.47,2.61464,168.482,135.258,147.199,67.7515,66.5809,12.5858,95.7286,1.91573,99.4749,77.6266,105.967,72.0507,101.267,91.6661,183.846,141.714,242.928,272.509,285.668,373.419,408.995,408.169,442.498
1657946400,-2.36855,5.991,-1.70875,123.949,2.19838,163.652,112.325,145.622,67.6334,66.935,14.3266,103.883,2.38378,110.949,86.3275,117.863,82.5642,112.749,105.217,196.782,154.764,270.646,299.387,303.12,384.358,416.966,415.368,446.78
1657947000,-2.96761,5.13914,-0.408148,111.871,1.37609,116.574,89.1103,105.783,35.5478,55.2514,15.5965,101.322,7.71687,118.646,102.401,139.462,112.198,144.399,141.235,238.156,198.615,325.758,353.8,361.521,409.718,427.212,416.813,443.961
1657947600,-2.88417,5.7426,0.863747,111.229,1.20249,111.539,94.063,99.584,35.3329,49.6675,14.5966,100.637,6.70086,116.628,99.7332,135.622,107.785,139.574,135.916,232.378,192.86,319.873,348.455,358.089,410.773,428.936,418.432,445.435
1657948200,-4.07217,5.06073,-0.0415084,165.699,2.73646,161.405,126.327,134.548,57.8605,61.8411,18.5205,108.97,8.84531,117.788,100.741,134.64,109.404,140.34,137.889,220.505,193.861,315.159,341.645,347.461,392.408,406.224,395.731,423.853
1657948800,-3.97456,4.99211,-0.658563,107.516,0.88394,114.041,90.3673,96.0883,33.0225,45.3168,15.0055,98.5868,7.61069,118.513,104.732,143.401,118.052,151.927,149.929,248.872,207.722,338.164,364.906,369.375,413.417,427.477,415.104,442.315
1657949400,-2.95093,5.50593,-1.698,77.9783,0.231726,56.6487,3.95624,3.97248,0.298705,0.800012,0.231726,30.028,0.231726,59.1652,53.1743,97.6026,82.5223,123.347,128.402,234.854,199.382,341.353,376.843,394.276,454.268,479.628,473.384,505.61
1657950000,-2.40918,5.51127,-2.76016,84.9358,0.231726,53.9809,12.7614,7.33617,0.231726,0.40528,0.231726,22.1883,0.231726,40.9158,40.6323,89.8387,77.0615,118.421,123.878,230.434,199.132,339.941,379.374,398.743,456.686,481.03,477.648,508.705
1657950600,-1.80701,6.02318,-1.95839,88.191,0.231726,56.9505,7.49881,4.31785,0.231726,0.505244,0.231726,26.3475,0.231726,40.7169,39.3463,85.8204,67.8935,109.284,111.363,214.444,181.349,320.969,356.877,375.956,446.704,476.969,476.58,511.342
1657951200,-2.93532,5.70563,1.32225,78.2091,0.231726,55.3893,3.73206,3.79494,0.297893,0.603747,0.231726,25.1211,0.231726,52.6719,50.7211,95.6739,80.8512,121.273,125.993,232.502,197.414,338.188,374.244,389.861,453.915,478.666,474.031,507.02
1657951800,-1.98755,6.11846,-0.306748,79.113,0.231726,54.24,4.08456,3.82751,0.231726,0.339099,0.231726,10.5339,0.231726,40.4289,38.6483,85.6587,69.9353,111.718,115.653,220.897,187.257,326.559,365.877,384.815,451.977,480.556,479.155,512.906
1657952400,-0.783539,5.96626,-2.83374,86.3159,0.231726,62.1682,3.9415,4.14408,0.607363,1.08509,0.231726,31.1048,0.231726,61.0932,51.6214,92.7925,72.8754,110.913,112.813,218.916,182.2,325.139,362.779,381.978,450.644,480.427,479.28,512.0
1657953000,-0.371486,6.32879,-2.17441,92.3715,0.231726,70.94,4.61962,5.40298,1.29944,1.72664,0.231726,34.813,0.231726,67.7449,61.0043,96.6653,76.3146,113.795,112.034,213.741,175.099,311.762,347.541,366.404,439.563,471.782,472.584,505.574
1657953600,-1.58184,5.98058,2.22843,171.187,2.73858,167.828,133.107,144.658,64.5677,65.5,14.9206,101.054,2.87875,107.722,88.9853,120.472,90.3742,118.577,113.492,200.536,164.814,284.81,315.156,326.872,390.456,414.656,409.609,439.296
1657954200,-2.22721,6.22671,-0.00918031,115.352,1.52306,127.332,98.4876,128.316,41.7129,58.128,13.3913,96.6298,3.13753,112.01,93.3542,126.575,97.6954,129.397,125.454,219.088,178.112,302.356,331.168,343.434,403.604,425.357,418.669,447.545
1657954800,-2.88072,6.04376,-0.454592,101.112,0.33259,88.2315,43.1222,90.9818,5.20638,32.9075,2.33426,87.523,1.91134,104.111,92.97,129.878,102.009,138.338,136.649,237.676,194.172,325.615,353.222,363.192,420.945,441.877,434.118,465.514
1657955400,-1.75836,5.99795,-1.32448,118.4,2.03874,154.531,104.597,131.927,54.6554,58.8005,14.6279,101.531,5.75959,111.139,95.7116,130.717,103.035,133.846,129.85,218.268,185.632,310.12,339.236,347.222,401.2,421.047,412.519,440.215
1657956000,-3.2995,5.12365,2.25525,113.938,1.58605,119.125,96.1143,115.457,36.389,56.3038,13.1137,97.4522,3.93864,112.652,94.1196,130.775,103.842,135.186,132.055,226.823,188.744,313.505,341.257,348.856,402.437,423.167,414.981,442.894
1657956600,-3.0661,5.49886,-0.812492,128.749,2.14418,155.345,106.52,132.281,54.2169,59.712,14.2133,97.6191,4.8753,113.521,92.2297,126.413,99.1926,131.149,127.343,217.77,182.58,304.347,332.604,342.018,396.487,416.263,409.531,437.587
1657957200,0.258201,6.36129,-0.643334,100.634,0.695296,106.011,69.3676,97.6304,22.7926,40.9223,2.63094,92.3347,2.38078,108.532,93.1612,128.793,97.7257,129.197,122.598,220.561,175.293,303.289,331.755,343.616,409.574,436.389,434.255,465.015
1657957800,-5.05065,3.93093,0.523546,140.544,2.10841,155.02,105.336,130.299,49.7916,57.849,15.198,100.577,7.00064,116.505,98.5627,132.289,105.878,134.54,131.478,215.692,183.845,304.906,332.228,340.962,393.348,412.103,404.748,435.11
1657958400,-4.96664,3.57061,2.06707,115.059,1.66922,127.752,98.4089,126.55,41.7517,58.2983,14.7347,100.241,6.79588,120.957,103.087,137.96,110.073,140.361,134.549,223.798,183.798,304.325,329.21,337.939,395.44,416.481,408.782,441.2
1657959000,-4.04804,4.16944,2.0673,144.707,2.47775,162.614,118.252,135.297,59.9703,61.8495,17.3649,110.055,7.34184,118.132,99.9357,132.915,104.621,134.466,128.459,212.229,179.49,303.407,329.39,337.067,389.934,408.562,399.317,429.598
1657959600,-5.03216,3.49454,2.82601,177.61,3.51021,172.373,140.786,145.315,64.791,67.0748,18.0377,107.528,6.79767,112.016,96.0259,125.915,98.2711,128.09,122.912,206.734,174.667,273.122,318.089,324.718,376.659,396.142,388.009,418.967
1657960200,-5.01823,3.86908,2.41718,149.809,2.40363,159.943,114.056,137.258,60.3414,62.0467,16.2011,107.594,7.57139,119.841,99.4797,131.47,103.619,133.436,126.844,212.382,180.027,300.121,325.846,334.24,388.099,408.223,400.436,431.66
1657960800,-4.6809,3.94235,2.8707,152.618,2.63712,161.959,131.677,137.864,61.242,61.3465,16.3587,106.728,6.76253,114.421,96.9657,129.776,101.48,132.547,126.745,209.978,177.91,298.354,322.572,329.949,385.335,404.691,394.659,427.311
1657961400,-4.83877,4.07369,2.39535,162.56,2.64411,165.209,136.872,141.703,62.5143,63.3803,16.3652,105.631,5.71669,115.91,93.9761,126.487,96.9319,126.697,120.839,206.199,172.161,290.886,318.358,327.109,383.564,405.225,398.072,428.423
1657962000,-3.57199,5.30881,0.570745,166.279,2.89425,166.257,136.487,140.883,62.5104,63.8447,16.9898,109.079,5.1959,112.203,92.5507,125.076,97.4096,128.303,123.16,207.889,175.941,295.065,322.042,332.297,387.187,405.934,398.447,427.051
1657962600,-3.90786,4.69033,1.94271,125.617,1.98359,150.686,105.28,129.856,52.3258,58.5014,14.5388,100.3,3.73559,112.546,93.9848,126.771,98.8453,130.919,126.445,216.515,181.451,304.412,329.806,340.207,396.608,416.318,407.6,437.838
1657963200,-4.04798,4.47345,1.45407,142.402,2.49429,157.756,110.317,129.952,52.5592,59.7621,17.5973,109.34,9.1482,117.448,100.874,135.803,108.843,141.126,138.297,221.955,193.882,318.017,343.788,349.681,396.934,411.644,399.846,427.364
1657963800,-4.02369,4.69356,0.318448,180.417,3.38601,171.813,142.839,149.0,67.2137,66.2751,15.5348,100.006,2.82247,108.044,86.911,117.124,85.9798,116.399,109.482,197.564,162.661,259.247,306.394,318.16,380.078,404.052,398.647,429.66
1657964400,-4.41169,4.24017,1.05556,171.704,2.93683,167.285,137.16,141.515,63.7718,63.1054,14.8944,102.249,2.99726,107.309,88.5698,121.139,90.4397,121.38,116.98,202.362,168.039,284.018,315.663,325.611,385.095,408.16,399.853,430.53
1657965000,-2.41991,5.75009,-0.379726,175.56,3.07295,172.065,143.694,150.04,69.4904,67.7766,12.985,94.6049,2.0654,100.193,78.7264,107.304,74.4647,103.755,94.9125,186.726,147.623,250.129,279.208,287.747,377.064,410.334,410.252,443.138
1657965600,-3.39724,5.44268,0.455732,187.747,4.26169,180.517,149.627,152.325,70.5572,67.2268,14.1042,94.9036,2.38369,99.031,77.2699,105.511,73.6042,102.932,94.3934,183.37,148.587,245.42,270.251,292.546,371.032,398.81,395.122,427.446
1657966200,-4.69805,4.13616,1.14674,186.03,4.08765,180.29,149.321,154.561,71.8048,69.0911,16.0914,106.167,2.73291,103.649,83.1545,111.829,79.8326,109.59,102.592,190.165,157.09,251.184,275.876,291.252,374.624,399.144,393.335,424.964
1657966800,-4.62262,4.29491,1.39009,199.627,5.42306,191.663,158.666,163.104,80.1924,73.0193,14.6119,98.0626,2.06942,93.8009,73.591,99.2855,66.9362,94.7234,85.4697,173.726,136.7,232.798,251.958,262.79,356.044,387.446,386.85,422.659
1657967400,-5.14263,3.72159,1.28279,203.064,5.90469,194.286,162.746,166.788,91.4568,78.0679,14.6388,98.416,2.09608,91.3965,69.2771,95.0837,59.9469,88.0899,79.0087,167.455,128.523,225.825,245.73,257.676,348.891,384.226,385.532,421.565
1657968000,-5.57056,3.03234,1.4735,191.274,4.61611,184.974,156.182,160.317,76.0523,72.5773,15.3202,102.865,2.11593,100.113,76.5945,102.789,69.8433,97.9596,89.2225,178.494,138.625,235.288,254.676,266.101,359.406,392.78,393.673,428.65
1657968600,-5.58633,2.88998,1.47,181.403,3.54755,177.739,146.531,153.059,71.4928,69.309,15.1399,99.4972,2.49578,104.162,82.094,111.87,77.4917,108.701,101.192,189.175,149.768,246.021,270.437,276.029,372.084,401.98,401.355,434.424
1657969200,-5.10118,3.93706,1.24636,190.787,4.82953,185.112,154.751,158.643,76.1224,70.5145,13.8204,96.1824,1.90514,92.965,72.3915,99.5147,66.0864,94.5601,86.5116,175.535,137.535,235.006,254.217,266.562,360.451,393.852,395.414,428.577
1657969800,-5.13316,3.61032,1.37807,190.844,4.7474,182.209,151.164,154.874,71.259,67.8038,13.8616,91.8167,1.95886,94.0806,73.4653,101.436,69.337,99.0549,90.4387,179.396,143.098,238.684,258.545,270.946,363.814,392.908,392.108,424.658
1657970400,-5.1135,3.35758,1.50802,169.624,2.84103,164.985,136.454,143.595,64.1649,63.1867,13.8972,98.1623,2.46073,105.166,85.5162,117.183,86.519,118.186,111.506,199.221,163.498,281.542,309.867,321.665,384.887,409.313,405.126,436.26
1657971000,-5.0345,3.53721,1.57214,174.297,3.07386,167.209,137.437,141.226,61.9567,61.8242,14.4293,97.8508,3.50332,105.871,88.6615,121.133,92.3294,123.411,117.898,203.695,170.029,284.996,317.461,329.218,385.075,406.687,400.127,429.081
1657971600,-4.90612,3.86944,0.902218,170.445,2.68445,165.295,136.252,141.816,63.1397,62.5648,14.2624,100.063,2.82126,109.351,89.5455,121.676,91.5452,122.851,116.757,204.339,170.333,290.048,317.537,327.931,387.176,410.292,402.312,432.488
1657972200,-4.54481,4.36842,0.92172,190.198,4.57507,181.413,149.792,153.051,68.5542,64.8557,14.2364,93.6074,2.35609,96.3724,77.2756,106.078,74.8071,104.346,98.1237,185.005,150.502,243.854,263.601,284.088,367.988,395.112,391.831,423.561
1657972800,-4.68939,4.40021,0.378689,195.143,5.22237,185.012,152.631,156.063,70.8195,67.179,14.4646,94.1768,2.36659,95.0585,74.9494,103.43,72.3004,101.501,94.337,180.159,146.109,239.936,259.933,271.023,363.411,391.963,387.866,419.662
1657973400,-4.64235,4.56776,0.0893022,200.487,5.55139,189.058,156.105,159.667,76.5639,69.769,14.8776,93.5206,2.33037,93.3061,73.4534,101.008,70.2107,98.8039,91.8508,177.254,142.68,236.296,256.081,266.458,357.43,387.484,384.284,418.175
1657974000,-4.90447,4.11116,-0.593254,192.798,4.92401,186.96,154.719,157.971,77.5399,69.1954,14.2494,97.9174,2.31313,95.9722,75.9635,103.483,70.1741,100.171,91.96,180.691,143.294,239.132,258.469,268.787,361.645,391.679,390.378,422.761
1657974600,-4.97056,3.90698,0.284829,201.722,5.91861,193.343,159.658,161.954,79.5924,71.677,14.4392,95.5262,2.32937,91.9456,72.0125,97.6398,63.7503,91.8375,84.5453,171.52,134.96,230.968,251.489,263.272,354.654,386.03,382.979,416.838
1657975200,-5.24104,3.65837,0.309924,200.734,5.74119,193.054,160.586,164.491,90.9201,77.3755,15.1999,100.432,1.9994,91.6723,70.7999,96.334,59.8684,87.9211,78.5498,167.434,129.179,228.201,247.832,259.609,352.195,386.285,387.042,423.131
1657975800,-5.22118,3.65294,0.201246,206.705,10.7669,196.112,163.409,166.925,89.3913,73.7383,13.4478,90.0567,1.5586,86.9055,64.6352,89.1227,54.4398,82.3053,69.5402,160.358,122.68,221.421,242.824,255.86,346.221,382.808,383.802,420.395
1657976400,-5.37671,3.3659,0.475929,183.866,3.68927,177.815,146.053,153.217,71.0163,68.0019,15.0629,98.8985,2.27338,98.9524,79.8174,107.1,75.0239,106.159,97.4744,185.652,149.958,247.055,275.132,281.679,372.679,398.517,395.368,429.824
1657977000,-2.72817,5.86836,2.01672,215.06,6.97348,216.29,185.237,192.055,127.231,121.441,29.117,123.824,1.14782,84.9612,60.2712,78.2856,27.4723,46.6037,29.583,122.021,58.5516,183.294,199.663,211.354,267.47,348.123,369.995,426.416
1657977600,-2.77405,5.88905,1.84617,224.739,63.6605,222.774,193.02,197.208,127.749,122.677,29.5643,118.24,1.06552,79.9594,52.5821,71.0282,22.6804,36.1331,23.7696,114.377,49.3935,174.872,193.597,206.992,261.315,341.096,366.008,421.362
1657978200,-2.74702,5.82038,2.06459,231.923,75.8131,227.225,195.906,198.907,127.917,121.999,28.8164,114.87,0.95394,77.6082,48.7131,66.7025,21.1234,31.7286,22.924,112.068,48.0606,171.941,191.353,204.928,258.241,336.155,361.956,417.474
1657978800,-2.6673,5.73911,2.20103,162.582,27.7197,148.331,117.977,117.16,47.5985,41.5673,1.40598,51.9131,0.231726,26.2542,10.5225,33.1211,1.58479,15.0294,4.43778,95.2984,38.2119,165.272,187.865,197.241,278.399,354.599,390.545,464.787
1657979400,-2.81977,5.86841,1.58788,160.402,19.6599,147.287,115.41,114.974,44.5058,47.0263,0.604165,53.7714,0.231726,33.8509,13.4404,38.7525,5.22227,18.7782,11.1222,102.645,46.3194,172.766,194.865,204.978,292.849,362.502,395.696,465.699
1657980000,-2.26125,6.0263,1.87397,160.305,20.9855,147.035,114.895,115.707,44.4347,43.2051,0.948189,51.8564,0.231726,29.18,12.3807,36.5512,3.66452,16.3942,9.49274,98.2915,40.2141,166.49,187.867,198.464,284.36,359.937,392.91,466.255
1657980600,-3.32702,5.67842,1.18803,156.006,17.9469,140.317,107.246,106.199,35.1315,37.9997,0.231726,48.0723,0.231726,25.1607,7.65897,33.4675,1.44716,16.8647,9.45579,99.2432,43.4608,168.867,189.229,197.815,284.347,357.729,392.339,467.304
1657981200,-5.2437,3.83207,1.53585,155.281,6.56306,142.046,109.298,108.949,28.5265,37.055,0.583465,56.9401,0.231726,42.0848,19.4995,48.9746,9.25492,25.1949,16.2609,108.015,49.4704,174.415,194.699,204.866,293.739,364.115,395.685,462.073
1657981800,-4.59597,4.51045,1.79181,153.72,12.3802,137.71,103.557,104.057,31.9543,33.7122,0.353047,38.3613,0.231726,33.0799,14.7413,44.8931,9.28384,26.595,16.8629,110.366,51.9399,176.168,196.97,204.627,291.884,364.868,395.975,463.28
1657982400,-4.64578,4.28258,1.3492,142.173,3.10418,122.365,91.03,82.7607,8.00781,11.4098,0.231726,42.553,0.231726,40.2024,19.2394,50.1357,15.2735,37.6651,29.0593,128.96,78.1353,196.866,221.602,231.992,328.727,393.864,416.129,470.354
1657983000,-3.54951,5.5049,0.7955,138.685,2.04514,126.297,82.0286,88.2994,18.7644,27.9887,0.405245,35.7767,0.231726,33.6348,23.4781,50.2943,15.5804,36.6902,29.1808,130.05,78.2207,201.591,221.916,230.608,328.633,394.458,417.295,472.85
1657983600,-3.5723,5.32829,1.01041,143.021,3.66312,127.216,92.8118,94.6969,10.8332,11.8964,0.231726,45.792,0.231726,31.9128,15.8205,46.9594,12.4788,30.0746,23.8416,120.091,67.2853,188.24,209.829,221.37,319.564,386.056,410.904,470.027
1657984200,-4.63489,4.02129,2.12881,135.801,5.97114,121.924,81.1407,82.1718,17.3625,17.1689,0.231726,35.9801,0.231726,38.068,24.7472,54.689,18.7392,43.816,33.9732,131.544,80.0753,201.512,222.868,232.642,331.151,394.228,411.247,467.042
1657984800,-3.71321,5.30633,1.01991,138.339,2.81003,126.895,89.5091,91.1347,16.5086,20.3088,0.243965,39.6816,0.231726,39.3243,23.1789,52.2802,14.5012,37.0697,28.6595,127.19,74.2627,195.884,215.443,223.148,319.329,384.416,408.156,465.938
1657985400,-4.24301,4.99983,1.24679,133.615,1.26027,129.349,86.9196,87.8706,4.55042,5.47127,0.652904,56.7376,0.231726,52.2332,33.2245,61.9373,18.9722,42.4793,26.0232,123.9,63.778,186.051,201.507,206.632,293.056,360.769,388.832,455.78
1657986000,-2.89732,5.78291,1.09952,103.606,5.5401,81.7094,62.3569,66.4919,30.8067,38.8008,4.30075,123.44,1.42844,100.967,71.5085,100.103,41.7755,58.1583,34.2123,129.0,60.1705,178.072,189.333,189.958,250.941,311.605,340.832,415.305
1657986600,-4.85286,3.89066,1.89116,371.35,208.739,320.03,251.305,205.468,74.0039,31.2154,1.18516,1.2272,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,16.4733,66.2031,87.7095,202.841,261.28,311.618,440.875
1657987200,-4.30723,4.24576,1.45354,366.889,197.644,310.266,239.562,199.171,64.4224,14.5244,0.403311,0.363672,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,62.7026,87.9948,142.19,231.445,291.267,340.862,443.897
1657987800,-4.2254,4.59266,1.29723,360.561,191.329,300.321,223.896,169.295,67.7921,24.5196,0.531763,0.680954,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.461419,0.386703,54.2054,99.6303,145.756,239.026,301.043,357.65,462.265
1657988400,-4.90766,3.76299,1.90113,364.539,188.903,295.433,220.264,176.337,15.2221,1.65145,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,68.8181,94.5159,164.265,248.116,309.905,400.72,476.152
1657989000,-2.56006,5.86315,1.09162,351.935,170.129,279.004,202.66,155.321,5.23628,1.35227,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.58298,0.565572,79.2702,125.048,188.318,257.235,356.27,402.575,474.983
1657989600,0.597461,6.1082,-0.924966,331.936,147.186,270.854,196.765,149.098,36.6001,13.2876,0.549563,0.942598,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,55.3285,58.805,165.219,206.5,240.732,310.995,388.423,400.909,454.182
1657990200,-1.03546,6.48058,0.024555,311.12,123.606,254.403,180.487,137.993,37.8661,19.5265,0.55357,1.07304,0.231726,0.231726,0.231726,0.231726,0.231726,0.273487,1.22918,67.7932,74.0215,184.397,218.907,241.22,315.496,366.068,376.595,436.258
1657990800,-1.68184,6.30164,0.454,328.823,142.628,265.968,186.946,138.682,29.7742,2.81611,0.231726,0.364964,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.325773,47.0321,60.6983,159.14,205.952,230.449,301.655,363.913,398.225,462.315
1657991400,-3.97357,4.66316,1.92849,332.303,145.078,258.332,180.509,120.394,3.30365,0.471719,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,26.5378,18.6727,125.007,184.419,219.225,280.745,395.355,420.611,487.094
1657992000,-3.14848,5.40523,1.37623,325.954,145.263,260.544,186.679,133.285,30.1647,2.39939,0.231726,0.329588,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,28.0749,26.1037,122.422,177.908,209.572,279.857,377.527,403.39,470.465
1657992600,-3.09846,5.16143,1.42379,329.903,149.759,264.888,187.826,136.779,47.5373,13.1284,0.3915,0.512994,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.420896,14.6675,14.916,112.765,174.332,207.346,281.006,374.57,400.502,466.607
1657993200,-0.847142,5.85656,1.35782,328.042,153.546,270.916,202.419,159.506,48.2946,7.7549,0.231726,0.375146,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,14.3457,13.2089,108.966,169.751,205.959,277.212,371.173,394.283,456.66
1657993800,-1.59205,5.89549,1.60518,318.337,130.507,251.149,176.214,129.562,14.767,1.49923,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,45.9185,56.9781,169.825,210.971,242.596,339.595,395.232,412.263,474.051
1657994400,-0.875438,6.16623,-0.246366,316.047,131.373,251.228,178.905,133.944,20.5879,2.14717,0.244203,0.38406,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,56.3512,62.0908,176.015,217.626,247.406,341.004,393.405,408.399,469.011
1657995000,2.84799,5.17525,-2.09553,315.548,132.719,252.849,183.166,133.635,26.3445,2.45184,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.237934,49.6204,49.8203,156.874,195.935,230.06,345.573,403.79,428.235,483.487
1657995600,-2.27639,5.49607,-2.35405,308.313,121.354,242.687,167.0,122.131,13.1243,7.93245,0.259654,0.496833,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,1.00029,66.112,68.5628,175.126,211.568,236.755,331.477,388.807,404.785,466.564
1657996200,0.912116,6.44711,-0.838395,311.005,130.085,252.241,180.469,136.324,41.5524,18.898,0.737263,1.37386,0.231726,0.287082,0.231726,0.231726,0.231726,0.231726,0.520936,50.5323,45.8057,152.634,203.469,240.346,342.838,405.42,422.843,473.927
1657996800,0.356453,6.47273,-0.662656,308.745,118.71,237.428,160.163,105.234,3.09471,0.405027,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,57.5299,61.5404,177.845,224.548,262.073,382.615,426.971,435.781,491.293
1657997400,0.962763,6.45244,-1.13396,307.756,129.858,251.853,184.082,146.442,28.5988,12.0232,0.372756,0.804169,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,41.8078,50.8242,158.126,201.714,237.567,334.386,394.368,409.102,464.712
1657998000,-0.264418,6.32068,-0.959884,309.516,127.825,248.796,176.44,135.786,33.0443,12.6846,0.614017,1.00977,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.484043,55.0734,57.6434,170.749,214.178,246.829,346.956,402.647,415.287,471.751
1657998600,-4.70026,4.08363,1.56661,303.16,116.979,226.36,146.398,98.3701,2.12574,0.325957,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,52.4106,53.6823,165.817,207.977,239.02,356.341,411.697,431.979,493.039
1657999200,-4.33717,4.88379,-0.171366,317.72,137.633,254.233,176.667,129.126,25.7667,2.04773,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,30.4291,29.7212,129.572,186.062,218.971,302.072,391.68,416.563,480.969
1657999800,-5.26,3.50458,1.5522,316.252,142.426,260.635,193.19,156.481,41.5877,7.16315,0.231726,0.379821,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,34.5346,31.4124,135.886,173.922,206.921,298.015,372.981,398.998,464.705
1658000400,-2.74031,5.94738,0.470509,313.977,136.007,250.739,180.774,137.165,28.6604,2.10354,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,34.3207,32.4802,135.44,186.316,220.921,309.638,393.231,416.235,479.306
1658001000,-4.55651,4.42332,1.55655,313.114,133.188,245.319,172.71,124.7,4.21554,1.03273,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,37.928,36.448,147.184,187.115,219.52,316.513,394.743,420.543,486.283
1658001600,-5.00667,3.94525,2.02548,301.756,126.15,246.363,180.762,138.781,37.7693,23.7934,1.1788,5.87802,0.231726,0.50465,0.231726,0.231726,0.231726,0.261408,0.366305,42.5942,39.5041,140.42,174.291,211.543,306.216,378.354,400.728,465.101
1658002200,-6.11957,2.15126,1.6123,316.335,143.96,257.172,190.781,147.18,46.2567,22.2485,0.844993,1.55907,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,14.8057,7.01364,117.053,159.259,200.071,271.913,377.671,407.191,474.203
1658002800,-5.92007,2.82542,1.17079,325.543,147.554,261.699,190.565,157.303,26.9023,12.0484,0.554405,0.691722,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,0.231726,27.3496,25.8434,121.806,174.367,209.61,299.042,385.015,411.893,480.235
